2005/01/06,000000,06,23,39,45,46,47,18
2005/01/10,000000,01,03,14,17,36,49,10
2005/01/13,000000,01,02,15,21,31,35,33
2005/01/17,000000,07,14,16,38,45,49,25
2005/01/20,000000,01,23,26,27,33,41,18
2005/01/24,000000,14,17,30,31,36,47,28
2005/01/27,000000,03,25,39,44,45,48,13
2005/01/31,000000,02,17,31,35,37,46,03
2005/02/03,000000,07,08,19,30,43,48,49
2005/02/07,000000,11,31,41,44,47,49,25
2005/02/10,000000,19,26,28,33,38,46,48
2005/02/14,000000,05,07,24,26,30,47,36
2005/02/17,000000,12,14,21,23,25,30,03
2005/02/21,000000,06,11,21,22,35,41,27
2005/02/24,000000,02,04,36,41,42,48,34
2005/02/28,000000,14,21,25,27,43,47,05
2005/03/03,000000,25,28,31,32,34,36,43
2005/03/07,000000,01,06,16,34,36,40,38
2005/03/10,000000,01,03,16,31,42,48,23
2005/03/14,000000,05,12,19,21,33,42,09
2005/03/17,000000,07,10,12,22,30,34,08
2005/03/21,000000,02,05,06,19,38,45,01
2005/03/24,000000,07,10,23,44,45,47,38
2005/03/28,000000,01,02,09,25,28,44,42
2005/03/31,000000,20,22,28,38,41,47,25
2005/04/04,000000,05,15,28,29,33,40,26
2005/04/07,000000,05,15,23,29,31,44,17
2005/04/11,000000,02,06,09,24,27,45,49
2005/04/14,000000,18,20,25,36,48,49,21
2005/04/18,000000,11,20,40,41,45,49,36
2005/04/21,000000,04,05,22,33,36,43,26
2005/04/25,000000,01,16,25,34,36,38,41
2005/04/28,000000,04,05,15,20,29,39,34
2005/05/02,000000,01,03,29,35,43,47,40
2005/05/05,000000,05,14,18,34,44,47,10
2005/05/09,000000,01,02,07,09,16,29,15
2005/05/12,000000,15,28,29,31,32,47,18
2005/05/16,000000,01,06,11,37,41,44,04
2005/05/19,000000,02,04,14,24,27,46,28
2005/05/23,000000,02,08,09,10,21,31,44
2005/05/26,000000,03,09,16,18,41,48,22
2005/05/30,000000,04,08,11,15,16,25,43
2005/06/02,000000,04,15,21,30,41,46,48
2005/06/06,000000,03,04,09,10,28,45,37
2005/06/09,000000,04,06,13,22,30,44,05
2005/06/13,000000,09,14,25,31,36,46,40
2005/06/16,000000,08,12,16,25,28,45,49
2005/06/20,000000,04,20,22,28,47,48,43
2005/06/23,000000,04,10,18,34,40,43,03
2005/06/27,000000,10,17,22,37,43,49,08
2005/06/30,000000,02,04,05,09,35,45,48
2005/07/04,000000,02,15,17,31,32,38,11
2005/07/07,000000,06,12,21,27,36,48,18
2005/07/11,000000,01,11,14,18,35,43,25
2005/07/14,000000,03,22,31,43,46,47,14
2005/07/18,000000,07,11,13,25,30,40,06
2005/07/21,000000,11,22,26,28,33,37,42
2005/07/25,000000,05,12,25,27,41,44,18
2005/07/28,000000,09,14,24,27,37,41,12
2005/08/01,000000,02,13,16,36,44,47,21
2005/08/04,000000,09,20,26,29,40,41,21
2005/08/08,000000,24,28,37,38,43,45,18
2005/08/11,000000,09,20,22,31,45,46,03
2005/08/15,000000,13,15,33,37,38,41,47
2005/08/18,000000,03,08,11,36,38,49,19
2005/08/22,000000,17,18,23,24,25,28,41
2005/08/25,000000,02,04,06,21,25,46,28
2005/08/29,000000,09,10,36,40,42,43,41
2005/09/01,000000,06,12,20,43,47,48,41
2005/09/05,000000,05,08,22,26,27,44,10
2005/09/08,000000,03,10,11,36,37,45,29
2005/09/12,000000,04,24,28,30,35,39,19
2005/09/15,000000,04,15,23,41,44,45,46
2005/09/19,000000,03,26,29,38,43,45,28
2005/09/22,000000,02,11,35,37,48,49,05
2005/09/26,000000,04,18,26,37,41,44,06
2005/09/29,000000,01,08,19,23,38,40,05
2005/10/03,000000,03,15,16,25,40,48,18
2005/10/06,000000,02,08,24,28,31,48,15
2005/10/10,000000,06,11,23,29,45,49,26
2005/10/13,000000,03,11,26,43,46,48,05
2005/10/17,000000,27,30,35,39,43,47,25
2005/10/20,000000,11,13,14,21,42,47,22
2005/10/24,000000,07,08,17,22,27,44,28
2005/10/27,000000,06,08,23,26,28,36,37
2005/10/31,000000,05,10,22,26,31,48,41
2005/11/03,000000,06,08,17,19,30,47,23
2005/11/07,000000,16,17,23,32,42,48,02
2005/11/10,000000,04,07,19,30,36,46,48
2005/11/14,000000,02,13,29,39,44,49,35
2005/11/17,000000,02,03,04,17,27,39,15
2005/11/21,000000,07,13,23,33,34,42,30
2005/11/24,000000,09,11,30,41,47,49,04
2005/11/28,000000,02,14,23,25,26,40,06
2005/12/01,000000,07,30,38,39,40,43,13
2005/12/05,000000,25,31,34,40,41,47,15
2005/12/08,000000,13,18,26,28,35,48,42
2005/12/12,000000,26,28,29,30,36,37,18
2005/12/15,000000,07,16,32,39,45,49,30
2005/12/19,000000,03,20,21,22,26,27,25
2005/12/22,000000,12,22,24,26,27,47,40
2005/12/26,000000,01,02,07,08,27,45,19
2005/12/29,000000,06,07,10,13,31,39,18
2006/01/02,000000,06,15,22,25,35,41,32
2006/01/05,000000,18,23,26,38,39,48,45
2006/01/09,000000,08,20,22,39,45,46,31
2006/01/12,000000,07,11,22,24,28,30,35
2006/01/16,000000,04,12,15,19,26,31,41
2006/01/19,000000,03,11,18,20,21,26,24
2006/01/23,000000,01,11,16,21,23,40,10
2006/01/26,000000,10,29,30,32,43,47,35
2006/01/30,000000,04,05,13,26,32,42,46
2006/02/02,000000,02,08,12,20,26,33,13
2006/02/06,000000,11,15,18,25,29,49,05
2006/02/09,000000,12,21,34,37,38,39,27
2006/02/13,000000,03,15,21,23,36,49,10
2006/02/16,000000,05,06,18,23,26,29,16
2006/02/20,000000,02,14,18,21,37,43,13
2006/02/23,000000,07,12,16,17,19,33,39
2006/02/27,000000,09,17,18,27,36,42,10
2006/03/02,000000,05,08,24,31,32,39,04
2006/03/06,000000,05,07,09,15,31,34,38
2006/03/09,000000,06,13,15,17,18,22,03
2006/03/13,000000,04,21,25,35,39,42,45
2006/03/16,000000,03,09,18,42,45,46,05
2006/03/20,000000,12,28,30,40,47,49,03
2006/03/23,000000,07,23,28,29,38,46,14
2006/03/28,000000,05,08,09,15,29,45,18
2006/03/30,000000,12,17,26,31,35,48,40
2006/04/04,000000,06,10,11,32,34,39,07
2006/04/06,000000,05,23,36,38,40,42,01
2006/04/11,000000,08,10,16,22,37,38,14
2006/04/13,000000,01,23,25,37,39,45,21
2006/04/18,000000,04,06,14,16,20,41,02
2006/04/20,000000,09,13,15,27,34,42,02
2006/04/25,000000,03,09,19,40,44,49,04
2006/04/27,000000,09,12,30,33,42,49,04
2006/05/02,000000,03,16,24,25,40,43,48
2006/05/04,000000,02,03,19,26,27,41,07
2006/05/09,000000,05,08,18,26,38,42,02
2006/05/11,000000,02,12,19,26,34,46,38
2006/05/16,000000,08,20,35,36,45,46,44
2006/05/18,000000,01,23,28,46,47,49,06
2006/05/23,000000,11,20,31,38,42,46,37
2006/05/25,000000,01,15,20,37,47,48,38
2006/05/30,000000,02,09,15,16,22,49,07
2006/06/01,000000,04,11,34,35,45,48,24
2006/06/06,000000,04,12,15,37,41,42,19
2006/06/08,000000,03,04,15,23,26,47,12
2006/06/13,000000,08,11,12,32,38,45,24
2006/06/15,000000,01,25,35,37,44,46,43
2006/06/20,000000,03,08,14,18,19,43,29
2006/06/22,000000,01,18,31,39,41,47,44
2006/06/27,000000,01,20,29,30,35,39,43
2006/06/29,000000,11,15,17,21,23,31,09
2006/07/04,000000,08,09,14,19,20,33,29
2006/07/06,000000,14,23,24,41,44,47,10
2006/07/11,000000,01,06,09,16,42,44,03
2006/07/13,000000,06,16,24,34,42,43,23
2006/07/18,000000,11,20,31,34,36,38,15
2006/07/20,000000,07,30,37,41,43,49,10
2006/07/25,000000,14,16,25,27,42,49,44
2006/07/27,000000,04,36,37,42,45,46,01
2006/08/01,000000,12,28,29,35,37,42,08
2006/08/03,000000,03,20,21,42,44,46,25
2006/08/08,000000,04,08,12,20,22,39,48
2006/08/10,000000,03,09,16,40,43,48,42
2006/08/15,000000,06,10,19,27,32,41,43
2006/08/17,000000,18,23,25,28,35,36,16
2006/08/22,000000,16,20,24,30,38,40,06
2006/08/24,000000,10,11,14,17,21,45,19
2006/08/29,000000,17,24,34,38,42,49,30
2006/08/31,000000,05,06,25,33,38,49,47
2006/09/05,000000,02,05,27,30,33,48,19
2006/09/07,000000,11,12,15,28,43,48,37
2006/09/12,000000,02,08,11,14,15,21,31
2006/09/14,000000,01,10,37,39,43,44,35
2006/09/19,000000,01,09,21,39,40,41,46
2006/09/21,000000,06,13,20,21,33,40,26
2006/09/26,000000,02,06,08,25,30,45,38
2006/09/28,000000,08,19,30,33,37,43,22
2006/10/03,000000,06,07,23,31,33,36,24
2006/10/05,000000,07,15,20,32,36,44,03
2006/10/10,000000,01,17,21,35,36,46,19
2006/10/12,000000,09,17,23,26,30,41,19
2006/10/17,000000,08,13,16,41,43,46,31
2006/10/19,000000,09,10,12,25,33,38,05
2006/10/24,000000,01,04,05,15,18,42,06
2006/10/26,000000,05,07,11,19,36,42,23
2006/10/31,000000,06,08,29,39,46,49,23
2006/11/02,000000,06,30,34,45,46,48,29
2006/11/07,000000,05,18,20,33,38,40,34
2006/11/09,000000,12,14,20,22,37,40,23
2006/11/14,000000,05,17,29,34,38,47,26
2006/11/16,000000,02,17,28,29,38,49,16
2006/11/21,000000,06,07,11,19,47,48,17
2006/11/23,000000,01,23,34,37,43,45,09
2006/11/28,000000,14,19,31,37,42,45,11
2006/11/30,000000,03,06,07,14,16,43,17
2006/12/05,000000,14,26,28,35,41,45,33
2006/12/07,000000,05,27,28,30,35,42,37
2006/12/12,000000,16,18,37,38,45,46,10
2006/12/14,000000,02,04,08,27,33,48,14
2006/12/19,000000,12,19,30,32,34,36,37
2006/12/21,000000,16,32,42,45,46,49,03
2006/12/26,000000,06,13,24,31,32,49,03
2006/12/28,000000,01,04,07,08,25,31,33
2007/01/02,000000,13,21,23,27,31,49,19
2007/01/05,000000,12,19,23,42,44,48,33
2007/01/09,000000,26,28,35,39,44,45,18
2007/01/12,000000,10,16,26,28,31,33,44
2007/01/16,000000,13,28,33,38,43,48,04
2007/01/19,000000,06,26,27,44,45,46,02
2007/01/23,000000,06,07,15,31,36,44,29
2007/01/26,000000,08,13,18,26,34,36,17
2007/01/30,000000,06,18,26,39,42,45,14
2007/02/02,000000,07,08,10,12,47,48,38
2007/02/06,000000,12,16,26,32,41,48,01
2007/02/09,000000,07,28,30,41,45,48,44
2007/02/13,000000,02,08,25,39,43,46,13
2007/02/16,000000,18,19,27,34,44,48,37
2007/02/20,000000,01,13,19,33,38,45,36
2007/02/23,000000,05,13,25,30,39,48,36
2007/02/27,000000,06,22,36,39,48,49,28
2007/03/02,000000,12,15,24,32,39,49,06
2007/03/06,000000,02,15,16,31,33,46,40
2007/03/09,000000,12,14,20,21,23,31,45
2007/03/13,000000,04,13,22,24,26,41,28
2007/03/16,000000,28,35,36,38,43,49,47
2007/03/20,000000,14,15,25,37,47,49,13
2007/03/23,000000,05,06,17,19,20,32,18
2007/03/27,000000,04,11,21,39,42,43,10
2007/03/30,000000,14,31,33,40,45,46,49
2007/04/03,000000,04,10,39,43,45,49,33
2007/04/06,000000,10,18,22,34,35,37,41
2007/04/10,000000,02,04,06,20,42,47,39
2007/04/13,000000,05,15,23,28,31,33,49
2007/04/17,000000,08,31,40,44,45,48,06
2007/04/20,000000,09,15,16,19,44,49,37
2007/04/24,000000,08,20,22,25,38,40,41
2007/04/27,000000,09,10,29,32,38,42,37
2007/05/01,000000,21,24,28,34,45,49,46
2007/05/04,000000,06,22,34,38,40,44,15
2007/05/08,000000,01,16,27,28,41,46,38
2007/05/11,000000,10,13,21,26,29,47,49
2007/05/15,000000,13,31,35,40,47,48,39
2007/05/18,000000,11,12,27,41,43,46,36
2007/05/22,000000,01,18,30,32,41,48,24
2007/05/25,000000,02,11,13,25,34,36,38
2007/05/29,000000,10,15,18,43,45,48,11
2007/06/01,000000,07,08,11,25,34,43,16
2007/06/05,000000,01,16,23,25,36,47,21
2007/06/08,000000,01,02,11,26,28,46,16
2007/06/12,000000,03,05,20,38,39,44,43
2007/06/15,000000,11,17,28,34,36,46,26
2007/06/19,000000,20,28,33,41,43,45,10
2007/06/22,000000,13,32,35,39,41,42,01
2007/06/26,000000,18,24,37,38,43,47,02
2007/06/29,000000,09,23,26,28,29,44,31
2007/07/03,000000,01,05,09,21,24,49,35
2007/07/06,000000,09,12,23,36,44,48,26
2007/07/10,000000,02,29,34,40,44,45,01
2007/07/13,000000,05,10,13,18,34,35,15
2007/07/17,000000,15,29,37,39,48,49,46
2007/07/20,000000,02,05,10,19,23,25,11
2007/07/24,000000,01,07,12,22,29,31,04
2007/07/27,000000,13,21,32,39,42,46,36
2007/07/31,000000,01,06,07,25,39,41,05
2007/08/03,000000,02,12,15,27,38,40,35
2007/08/07,000000,01,05,18,25,35,41,14
2007/08/10,000000,11,22,27,29,35,40,48
2007/08/14,000000,02,05,12,25,26,38,06
2007/08/17,000000,02,12,31,35,43,47,40
2007/08/21,000000,16,24,25,38,42,46,06
2007/08/24,000000,04,06,07,12,25,47,09
2007/08/28,000000,02,11,22,29,34,39,45
2007/08/31,000000,23,31,35,40,41,44,21
2007/09/04,000000,09,17,18,21,42,48,07
2007/09/07,000000,03,05,22,32,42,49,28
2007/09/11,000000,03,14,18,22,28,36,47
2007/09/14,000000,02,15,22,27,45,48,32
2007/09/18,000000,20,25,29,31,37,46,49
2007/09/21,000000,01,16,24,31,35,39,21
2007/09/25,000000,08,10,12,28,38,42,33
2007/09/28,000000,08,09,16,17,19,30,45
2007/10/02,000000,03,04,08,09,24,49,23
2007/10/05,000000,03,10,19,26,29,48,18
2007/10/09,000000,09,36,38,40,46,47,13
2007/10/12,000000,09,20,23,26,28,37,44
2007/10/16,000000,05,07,11,18,38,40,31
2007/10/19,000000,15,17,22,28,36,46,24
2007/10/23,000000,10,25,29,34,47,49,17
2007/10/26,000000,03,11,13,16,21,36,26
2007/10/30,000000,01,04,09,17,19,41,07
2007/11/02,000000,04,10,28,44,45,48,39
2007/11/06,000000,01,10,27,40,43,44,02
2007/11/09,000000,01,02,06,12,18,24,25
2007/11/13,000000,03,05,16,17,32,37,24
2007/11/16,000000,16,20,22,39,42,46,38
2007/11/20,000000,01,16,17,20,22,42,29
2007/11/23,000000,01,22,23,43,46,49,33
2007/11/27,000000,08,12,16,34,36,47,33
2007/11/30,000000,08,15,16,19,30,45,44
2007/12/04,000000,01,16,31,38,43,44,42
2007/12/07,000000,08,10,17,28,32,34,42
2007/12/11,000000,10,15,16,20,27,43,19
2007/12/14,000000,01,17,26,27,34,39,13
2007/12/18,000000,04,07,13,19,23,49,17
2007/12/21,000000,15,19,20,22,28,44,42
2007/12/25,000000,05,06,09,18,31,37,32
2007/12/28,000000,10,12,16,18,22,29,30
2008/01/01,000000,13,18,27,43,47,48,21
2008/01/04,000000,05,13,29,31,39,40,33
2008/01/08,000000,03,07,12,17,28,44,36
2008/01/11,000000,03,07,08,27,37,49,48
2008/01/15,000000,05,08,10,31,32,41,11
2008/01/18,000000,06,08,18,25,26,36,13
2008/01/22,000000,09,13,14,26,30,37,05
2008/01/25,000000,01,04,15,20,24,40,32
2008/01/29,000000,21,34,38,41,42,49,25
2008/02/01,000000,01,02,06,18,20,38,29
2008/02/05,000000,17,29,30,33,35,42,10
2008/02/08,000000,01,03,06,07,15,27,39
2008/02/12,000000,05,12,19,22,25,27,29
2008/02/15,000000,01,22,31,41,42,46,36
2008/02/19,000000,16,22,26,31,39,43,09
2008/02/22,000000,01,03,07,12,30,43,22
2008/02/26,000000,06,16,33,37,40,47,28
2008/02/29,000000,01,07,09,10,18,27,43
2008/03/04,000000,01,15,22,25,38,47,16
2008/03/07,000000,12,25,28,40,41,42,29
2008/03/11,000000,07,08,21,30,36,44,04
2008/03/14,000000,03,21,30,34,44,49,13
2008/03/18,000000,01,09,27,33,38,49,31
2008/03/21,000000,11,14,27,32,34,49,28
2008/03/25,000000,02,03,05,13,33,49,10
2008/03/28,000000,01,08,09,12,19,26,49
2008/04/01,000000,08,16,24,25,32,33,12
2008/04/04,000000,13,23,28,30,38,44,26
2008/04/08,000000,11,23,29,32,37,39,31
2008/04/11,000000,05,06,23,25,28,42,43
2008/04/15,000000,13,20,32,33,43,47,28
2008/04/18,000000,04,13,25,35,38,43,30
2008/04/22,000000,10,15,31,36,44,49,07
2008/04/25,000000,04,15,20,45,47,48,34
2008/04/29,000000,02,03,11,32,35,42,18
2008/05/02,000000,11,13,14,33,39,45,41
2008/05/06,000000,09,10,15,23,46,48,38
2008/05/09,000000,15,17,23,36,43,48,21
2008/05/13,000000,11,31,37,38,41,47,18
2008/05/16,000000,03,07,21,22,26,40,41
2008/05/20,000000,08,14,17,42,45,47,39
2008/05/23,000000,02,10,11,29,37,44,13
2008/05/27,000000,04,07,15,24,41,49,30
2008/05/30,000000,08,11,12,20,32,42,30
2008/06/03,000000,01,20,24,27,29,31,04
2008/06/06,000000,01,20,22,31,40,42,38
2008/06/10,000000,14,19,20,22,34,39,37
2008/06/13,000000,07,08,20,21,31,39,06
2008/06/17,000000,01,07,15,32,40,41,09
2008/06/20,000000,03,20,21,24,28,39,23
2008/06/24,000000,02,07,08,20,33,43,04
2008/06/27,000000,01,02,09,10,38,41,31
2008/07/01,000000,15,20,24,35,43,48,09
2008/07/04,000000,06,10,17,21,43,49,33
2008/07/08,000000,14,23,32,33,36,42,03
2008/07/11,000000,07,21,22,23,34,36,11
2008/07/15,000000,06,16,21,36,37,45,40
2008/07/18,000000,04,06,09,15,20,38,27
2008/07/22,000000,01,17,25,29,30,33,47
2008/07/25,000000,07,19,25,29,35,43,01
2008/07/29,000000,16,39,41,42,43,45,14
2008/08/01,000000,07,11,18,22,37,38,30
2008/08/05,000000,05,10,29,41,44,45,06
2008/08/08,000000,08,16,20,33,35,49,24
2008/08/12,000000,16,22,24,33,43,49,45
2008/08/15,000000,08,14,23,24,43,44,04
2008/08/19,000000,02,16,25,35,39,43,26
2008/08/22,000000,04,05,08,26,31,37,10
2008/08/26,000000,02,04,06,18,23,24,32
2008/08/29,000000,02,24,25,26,28,46,49
2008/09/02,000000,02,03,10,21,25,34,47
2008/09/05,000000,02,03,14,22,32,33,24
2008/09/09,000000,10,23,27,28,35,46,02
2008/09/12,000000,01,09,16,18,34,37,12
2008/09/16,000000,02,25,31,32,44,46,07
2008/09/19,000000,02,13,23,28,35,48,18
2008/09/23,000000,02,09,20,22,29,35,38
2008/09/26,000000,15,29,30,36,41,42,39
2008/09/30,000000,01,07,09,13,22,27,34
2008/10/03,000000,18,19,37,41,45,48,09
2008/10/07,000000,01,20,28,29,33,34,40
2008/10/10,000000,13,14,20,24,41,47,06
2008/10/14,000000,08,28,30,43,44,46,12
2008/10/17,000000,05,11,15,19,28,36,46
2008/10/21,000000,02,04,07,08,18,30,33
2008/10/24,000000,05,06,08,09,14,49,03
2008/10/28,000000,02,07,12,14,36,41,35
2008/10/31,000000,01,03,09,11,19,47,40
2008/11/04,000000,11,13,19,20,32,40,09
2008/11/07,000000,15,25,30,33,40,46,18
2008/11/11,000000,11,13,33,34,39,45,15
2008/11/14,000000,07,15,23,35,36,43,08
2008/11/18,000000,14,17,20,29,34,39,07
2008/11/21,000000,16,17,21,28,30,37,09
2008/11/25,000000,04,15,26,39,46,49,11
2008/11/28,000000,01,05,07,16,17,41,20
2008/12/02,000000,07,21,29,30,37,49,36
2008/12/05,000000,02,03,08,31,40,44,45
2008/12/09,000000,01,05,06,16,26,41,48
2008/12/12,000000,02,28,34,36,39,42,24
2008/12/16,000000,14,25,26,35,39,40,37
2008/12/19,000000,03,10,15,30,38,45,41
2008/12/23,000000,02,07,23,25,39,45,22
2008/12/26,000000,08,15,18,33,37,40,32
2008/12/30,000000,03,09,25,26,36,39,35
2009/01/02,000000,02,06,23,26,35,38,11
2009/01/06,000000,04,15,20,21,29,33,16
2009/01/09,000000,04,15,27,30,37,45,19
2009/01/13,000000,04,11,18,33,47,48,30
2009/01/16,000000,08,24,25,26,33,40,13
2009/01/20,000000,07,21,22,23,40,43,34
2009/01/23,000000,10,11,21,28,38,40,29
2009/01/27,000000,13,14,27,32,35,38,48
2009/01/30,000000,02,05,10,23,39,41,48
2009/02/03,000000,03,10,14,23,42,43,34
2009/02/06,000000,04,07,10,21,27,32,37
2009/02/10,000000,09,12,18,30,46,48,42
2009/02/13,000000,02,03,07,24,42,45,10
2009/02/17,000000,05,16,21,22,36,43,28
2009/02/20,000000,01,13,24,34,40,49,37
2009/02/24,000000,04,11,23,25,38,46,17
2009/02/27,000000,13,17,19,26,34,36,02
2009/03/03,000000,07,14,26,28,34,45,09
2009/03/06,000000,06,13,21,26,31,32,30
2009/03/10,000000,09,13,26,28,36,38,46
2009/03/13,000000,09,24,32,45,46,47,33
2009/03/17,000000,01,05,18,23,29,35,27
2009/03/20,000000,02,07,09,11,18,31,05
2009/03/24,000000,02,07,18,21,25,29,32
2009/03/27,000000,01,02,18,28,34,40,25
2009/03/31,000000,13,16,23,25,31,47,36
2009/04/03,000000,06,33,36,42,44,45,48
2009/04/07,000000,03,12,24,31,43,46,42
2009/04/10,000000,08,09,25,36,40,44,17
2009/04/14,000000,02,08,20,23,45,48,43
2009/04/17,000000,16,18,21,22,24,38,34
2009/04/21,000000,11,16,23,27,36,39,35
2009/04/24,000000,13,20,21,24,42,49,43
2009/04/28,000000,05,18,29,30,39,43,26
2009/05/01,000000,03,05,21,26,38,43,32
2009/05/05,000000,12,15,37,42,45,47,29
2009/05/08,000000,03,15,19,22,24,31,05
2009/05/12,000000,01,03,20,26,39,44,30
2009/05/15,000000,05,07,14,15,18,45,11
2009/05/19,000000,11,31,32,38,46,48,42
2009/05/22,000000,01,02,16,18,32,40,15
2009/05/26,000000,03,08,33,39,41,48,32
2009/05/29,000000,21,29,30,34,36,45,49
2009/06/02,000000,11,12,20,28,34,46,41
2009/06/05,000000,06,23,27,42,44,49,15
2009/06/09,000000,26,27,35,36,44,49,42
2009/06/12,000000,12,13,32,41,43,44,21
2009/06/16,000000,03,05,08,10,25,30,15
2009/06/19,000000,02,12,19,23,40,42,09
2009/06/23,000000,06,21,22,29,43,49,48
2009/06/26,000000,06,12,33,38,43,45,49
2009/06/30,000000,04,07,09,21,26,34,28
2009/07/03,000000,17,19,32,40,41,47,37
2009/07/07,000000,02,25,31,37,39,47,35
2009/07/10,000000,03,08,21,26,30,46,11
2009/07/14,000000,04,05,15,37,41,44,08
2009/07/17,000000,09,11,13,16,38,42,06
2009/07/21,000000,05,17,27,28,39,48,44
2009/07/24,000000,01,03,07,22,40,47,15
2009/07/28,000000,02,10,13,15,25,49,04
2009/07/31,000000,04,07,09,10,24,42,41
2009/08/04,000000,02,21,23,27,44,48,30
